mean concave points,mean area,worst perimeter,worst area,mean radius,mean perimeter,worst radius
2.5324752164032427,0.9843749048031144,2.303600623622561,2.0012374893299203,1.097063981469984,1.2699336881399386,1.8866896251792773
0.5481441558908354,1.9087082542365932,1.5351259923434375,1.8904889885289904,1.8298206075464487,1.6859547105508974,1.8059274384794293
2.037230755700809,1.558883632758692,1.347475210286907,1.4562845488809009,1.5798881149312212,1.5665031298586418,1.5118702458799833
1.4517073568494945,-0.7644637923250276,-0.2499393042673333,-0.5500212283270548,-0.7689092872596179,-0.5926871666544724,-0.2814644639166415
1.4284927727540675,1.8262292784409904,1.3385394587604051,1.2207242455900342,1.7502966326234215,1.7765731510760563,1.2985752399803845
0.8246556464496944,-0.5056504544836534,-0.1150094562171616,-0.244320207862266,-0.4763746652213395,-0.3871480674633158,-0.1654982471168596
0.6469351082080397,1.095294906735132,1.3683252971820767,1.2752195396349362,1.170907672469938,1.1381250473760702,1.368983300180252
0.2819502582632775,-0.218964911028593,0.0994485804188725,0.0288594274466941,-0.1185167780677167,-0.0728668396419674,0.1637629755825202
1.1506915830787965,-0.3842072728811627,-0.0316091086364816,-0.2483634070978556,-0.3201668573368216,-0.1840803802864812,-0.1613565965168675
0.9417603262199572,-0.5090633776200234,-0.2862780271417725,-0.2974091717382673,-0.4735345232598024,-0.3294817871291233,-0.2441896085167117
-0.4046855513147839,0.4064532537111668,0.4926216475849359,0.4736113433615393,0.5375560150472571,0.4420106633418922,0.6048487644816906
0.4421308885217207,0.3586723298019902,0.8709017955401637,0.735540337319294,0.4693926079703766,0.4790818435567298,0.8595602763812112
1.6219476402159556,1.331355423667374,1.3236465395495696,0.7935514567864477,1.4322007329313136,1.6653596104315431,0.9713848425810008
0.1217696280048341,0.3635073042451809,0.1411487542092127,-0.0071777831313861,0.4892736017011335,0.483200863580601,0.1182048189826062
0.8081474977596133,-0.2178272699831365,0.045834071259864,-0.3214925758806917,-0.1128364941446435,0.067179841169642,-0.2566145603166884
0.6376492745698691,0.011122990415002,0.5015573991114373,0.1100749947007094,0.1172150047398276,0.1961051679168009,0.2465959875823647
0.0946859465601697,0.084216427585588,0.4807073122162676,0.4525163908280289,0.1569769922013413,0.11413666944177,0.5799988608817371
1.38980179926169,0.4092973563248083,0.8798375470666654,0.7636669406973079,0.5687975766241605,0.6644377446309193,0.9713848425810008
1.1880928574547611,1.720997481736256,2.3691294681502386,2.667486406846625,1.6139698184696607,1.5665031298586418,2.2884297333785217
-0.0286092889688735,-0.2519565013468342,-0.2252170583773461,-0.2977607542804924,-0.1667991914138409,-0.1857279882960298,-0.2400479579167196
-0.4596267336739602,-0.3836384523584343,-0.3327439350795801,-0.4396243100683502,-0.2974457216445281,-0.2611060547328669,-0.3663683012164818
-0.7263365109480833,-1.0835721055756011,-1.254913492614529,-0.9944215616996748,-1.313080487090047,-1.3028062187698115,-1.2506107043148174
1.2546413318616507,0.1408140695970533,0.5313432375331087,0.1763483039101546,0.3444263616627626,0.4337726232941504,0.3729163308821269
0.9647169704921011,2.130548258100628,2.404872474256244,3.048953465160939,1.9973889832771132,1.8630725715773448,2.671532413877801
1.1034885954180955,0.7102034128480764,2.077228251617858,2.345788380710591,0.716484958624068,0.7426991250844662,2.110338757578857
2.35191734010548,0.7332406440185725,1.34449662644474,1.0203221965216849,0.8556519147393662,0.9898403265167188,1.2385213062804976
1.0036658838077614,-0.0286944461759785,0.4509214737945962,0.0286836361755815,0.1285755725859746,0.2241145040791226,0.2797291923823024
0.7323131897145531,1.2488764478717715,0.9721736461738468,0.9183632592763844,1.2731527830852585,1.2411005479728423,1.0438637280808638
0.9954118094627208,0.2204489427790145,1.252160527337559,0.6828029559855179,0.3330657938166161,0.4296536032702797,0.8284978968812693
0.789575830483272,0.8538305948369709,0.8232444540654894,0.6089706221182314,0.9777780190854436,0.9486501262780102,0.774656439081371
1.946951817551928,1.2318118321899227,1.5857619176602786,1.387725953146992,1.278833067008332,1.352314088617356,1.4248955832801466
0.0748245801674159,-0.6094601998815673,0.3615639585295818,0.0142687519443495,-0.6496233248750772,-0.5782705965709241,0.114063168382614
1.841196490006096,0.6951296689957764,0.8589874601714949,0.8146464093199581,0.8215702112009257,0.8580316857528507,0.9548182401810316
0.6967174941015656,1.4422754255993917,1.6125691722397832,1.6391074708379914,1.46060215254668,1.4800037093573537,1.6319781132797568
0.7377299260034861,0.433187818279397,0.7577156095378117,0.6687396542965109,0.5687975766241605,0.6191285243683399,0.8160729450812929
0.2904622724316005,0.6103754111092606,0.7815442802751492,0.6124864475404831,0.7420462362778981,0.7468181451083369,0.774656439081371
0.1821275466529433,-0.0622548570169478,0.266249275580233,-0.1423612706169655,0.0348508878552639,0.0684155471768033,-0.0785235845170233
-0.507861480627791,-0.3728308624265968,-0.6791532359236195,-0.5883437254295989,-0.3116464314522117,-0.3855004594537672,-0.6148673372160139
