compactness error,radius error,worst perimeter,mean concavity,worst concavity,mean perimeter,worst radius
1.3168615683959486,2.489733926737622,2.303600623622561,2.652873983743169,2.109526346572256,1.2699336881399386,1.8866896251792773
-0.6929262695890703,0.4992546006760577,1.5351259923434375,-0.0238458551987689,-0.1467489683154702,1.6859547105508974,1.8059274384794293
0.8149735042940166,1.2286759457296248,1.347475210286907,1.3634784515699183,0.8549739441841199,1.5665031298586418,1.5118702458799833
2.744280405496543,0.3263734407153162,-0.2499393042673333,1.915897180056998,1.9895882583898328,-0.5926871666544724,-0.2814644639166415
-0.0485198799348081,1.2705427819622883,1.3385394587604051,1.3710114342311062,0.6131787584083567,1.7765731510760563,1.2985752399803845
0.4455436486466036,-0.2550702935159039,-0.1150094562171616,0.8663015959315473,1.2632431963570847,-0.3871480674633158,-0.1654982471168596
-0.6515680104091783,0.1498830707345175,1.3683252971820767,0.300072399232291,0.509552250218744,1.1381250473760702,1.368983300180252
0.2689327040405786,0.6436230014783472,0.0994485804188725,0.0610257494506094,-0.0210538519002919,-0.0728668396419674,0.1637629755825202
0.5332902255552934,-0.3568500160815179,-0.0316091086364816,1.2190962838971595,1.280034528702624,-0.1840803802864812,-0.1613565965168675
2.6095866154647327,-0.388250143256016,-0.2862780271417725,1.738872087519093,3.9954328451526617,-0.3294817871291233,-0.2441896085167117
-0.9059213043655138,-0.0926558426133284,0.4926216475849359,-0.7006843473064609,-0.6058719698777824,0.4420106633418922,0.6048487644816906
0.8457127509817742,0.3631873829199002,0.8709017955401637,0.1348489795302465,0.5963874260628176,0.4790818435567298,0.8595602763812112
3.213193641333426,1.986249128939638,1.3236465395495696,1.4777286885979282,0.439988159072939,1.6653596104315431,0.9713848425810008
0.3231455572898966,-0.0067566441359663,0.1411487542092127,0.1328401841539298,-0.191845689472061,0.483200863580601,0.1182048189826062
1.8936416153371445,-0.6968375999709093,0.045834071259864,1.556825006540396,2.025089932491831,0.067179841169642,-0.2566145603166884
0.9457550265655668,-0.1269433378038722,0.5015573991114373,0.9428869196536196,2.0649093777683944,0.1961051679168009,0.2465959875823647
-0.7745249971602084,0.2437225312560057,0.4807073122162676,-0.1864327309693979,0.0921677033439146,0.11413666944177,0.5799988608817371
-0.0261640641618935,0.5920112981915289,0.8798375470666654,1.0470931798000458,0.9893046029484324,0.6644377446309193,0.9713848425810008
