radius error,worst smoothness,mean area,mean concave points,worst concave points,worst perimeter,worst area
2.489733926737622,1.3076862710715431,0.9843749048031144,2.5324752164032427,2.29607612756179,2.303600623622561,2.0012374893299203
0.4992546006760577,-0.3756119566608037,1.9087082542365932,0.5481441558908354,1.087084295170028,1.5351259923434375,1.8904889885289904
1.2286759457296248,0.5274074050914449,1.558883632758692,2.037230755700809,1.955000346131368,1.347475210286907,1.4562845488809009
0.3263734407153162,3.3942746991980965,-0.7644637923250276,1.4517073568494945,2.175786008218025,-0.2499393042673333,-0.5500212283270548
1.2705427819622883,0.2205561656610689,1.8262292784409904,1.4284927727540675,0.7292592566157917,1.3385394587604051,1.2207242455900342
-0.2550702935159039,2.048512834839165,-0.5056504544836534,0.8246556464496944,0.905887786285117,-0.1150094562171616,-0.244320207862266
0.1498830707345175,0.5186402268220053,1.095294906735132,0.6469351082080397,1.1967157963440924,1.3683252971820767,1.2752195396349362
0.6436230014783472,1.447961123382571,-0.218964911028593,0.2819502582632775,0.6241957346573134,0.0994485804188725,0.0288594274466941
-0.3568500160815179,1.6627569909838351,-0.3842072728811627,1.1506915830787965,1.3916162428757612,-0.0316091086364816,-0.2483634070978556
-0.388250143256016,2.320295361191782,-0.5090633776200234,0.9417603262199572,1.6200152036550617,-0.2862780271417725,-0.2974091717382673
-0.0926558426133284,-0.6254765373398238,0.4064532537111668,-0.4046855513147839,-0.2262097293109465,0.4926216475849359,0.4736113433615393
0.3631873829199002,0.3169951266249016,0.3586723298019902,0.4421308885217207,1.0109513082435948,0.8709017955401637,0.735540337319294
1.986249128939638,-1.2567133727394535,1.331355423667374,1.6219476402159556,0.9454769394868622,1.3236465395495696,0.7935514567864477
-0.0067566441359663,-0.8446559940758059,0.3635073042451809,0.1217696280048341,-0.0412065710797136,0.1411487542092127,-0.0071777831313861
-0.6968375999709093,1.4348103559784129,-0.2178272699831365,0.8081474977596133,1.616969884178004,0.045834071259864,-0.3214925758806917
-0.1269433378038722,1.5531672626158437,0.011122990415002,0.6376492745698691,0.8617306538677855,0.5015573991114373,0.1100749947007094
0.2437225312560057,0.615079187785838,0.084216427585588,0.0946859465601697,0.7048967007993328,0.4807073122162676,0.4525163908280289
0.5920112981915289,2.039745656569725,0.4092973563248083,1.38980179926169,1.4114108194766344,0.8798375470666654,0.7636669406973079
1.274151991982346,0.8254914662523812,1.720997481736256,1.1880928574547611,1.8910486371131645,2.3691294681502386,2.667486406846625
-0.4882252608116013,0.5098730485525658,-0.2519565013468342,-0.0286092889688735,0.2161229247316309,-0.2252170583773461,-0.2977607542804924
-0.7939253495104489,-0.0512263606915487,-0.3836384523584343,-0.4596267336739602,-0.6361097309228636,-0.3327439350795801,-0.4396243100683502
-0.4615171066631777,0.0013767089250861,-1.0835721055756011,-0.7263365109480833,-0.7969025993114909,-1.254913492614529,-0.9944215616996748
0.1213703115760655,0.2906935918165841,0.1408140695970533,1.2546413318616507,1.898661935805808,0.5313432375331087,0.1763483039101546
1.0341395256485395,0.3389130722984999,2.130548258100628,0.9647169704921011,1.3139605962107994,2.404872474256244,3.048953465160939
1.4495595989571273,2.109883082725239,0.7102034128480764,1.1034885954180955,1.4449093337242649,2.077228251617858,2.345788380710591
2.312882635754818,0.9701499076981296,0.7332406440185725,2.35191734010548,2.1377195147548083,1.34449662644474,1.0203221965216849
-0.5438070951204826,0.8824781250037366,-0.0286944461759785,1.0036658838077614,2.367641135272637,0.4509214737945962,0.0286836361755815
1.6159441808817658,0.0627469568111618,1.2488764478717715,0.7323131897145531,0.5237001919144215,0.9721736461738468,0.9183632592763844
0.1220921535800769,1.390974464631216,0.2204489427790145,0.9954118094627208,1.3368004922887295,1.252160527337559,0.6828029559855179
0.7042577298153084,-0.3010909413705693,0.8538305948369709,0.789575830483272,0.471929760804447,0.8232444540654894,0.6089706221182314
1.5358197184364952,0.733436094423269,1.2318118321899227,1.946951817551928,1.0688123783076842,1.5857619176602786,1.387725953146992
0.2790927894525665,1.3734401080923382,-0.6094601998815673,0.0748245801674159,0.6089691372720267,0.3615639585295818,0.0142687519443495
0.706423255827343,1.3602893406881782,0.6951296689957764,1.841196490006096,1.0672897185691557,0.8589874601714949,0.8146464093199581
0.5436478839227616,0.8123406988482225,1.4422754255993917,0.6967174941015656,0.972884814780378,1.6125691722397832,1.6391074708379914
-0.2568748985259325,0.5361745833608844,0.433187818279397,0.7377299260034861,1.093174934124143,0.7577156095378117,0.6687396542965109
0.2032993790313647,1.0490545121230832,0.6103754111092606,0.2904622724316005,1.0155192874591807,0.7815442802751492,0.6124864475404831
-0.4301169794886799,0.5361745833608844,-0.0622548570169478,0.1821275466529433,0.4582258231576889,0.266249275580233,-0.1423612706169655
-0.7986173225365233,-1.5499754858521984,-0.3728308624265968,-0.507861480627791,-0.9817534915688708,-0.6791532359236195,-0.5883437254295989
2.9192299191244326,-1.6876201846823955,0.124887094960661,-0.5140520363865714,-1.303643760293831,-0.3491261462114993,-0.3195588718984534
